detected 1719 touch events 09:30-12:00 ET

     time     level       appr def        px |   wall     l3    gap iceN  iceCF |     cvd  cvd60  tBuy tSell |    up+    dn-    net
 10:50:00       IBH from_above bid  30643.25 |     13     13      0    0      0 |   -3629   -193     0     2 |   8.75  -59.0   -7.0
 10:50:00       IBH from_above bid  30642.75 |      8      1      7    0      0 |   -3623   -187     2    12 |   9.25  -58.5   -4.5
 10:50:49      HVN2 from_above bid  30624.00 |     11     11      0    0      0 |   -3704   -105     1    18 |   28.0 -39.75   17.5
 10:50:53      HVN2 from_above bid  30624.50 |     15     15      0    0      0 |   -3697    -92     8    21 |   27.5 -40.25  18.25
 10:50:56      HVN2 from_above bid  30623.50 |     10      9      1    0      0 |   -3709    -90    10    26 |   28.5 -39.25   21.0
 10:51:00      HVN2 from_above bid  30624.00 |      3      2      1    0      0 |   -3712    -85    17    29 |   28.0 -39.75  22.75
 10:51:02      HVN2 from_below ask  30623.75 |     13     13      0    0      0 |   -3712    -73    22    29 |  28.25  -39.5   24.5
 10:51:03      HVN2 from_below ask  30623.50 |     15     15      0    0      0 |   -3712    -73    23    32 |   28.5 -39.25   27.5
 10:51:08      HVN2 from_below ask  30623.50 |     15     15      0    0      0 |   -3756    -79    28    36 |   32.0 -39.25   31.0
 10:51:34      HVN2 from_below ask  30623.75 |     17     17      0    0      0 |   -3771   -102    14     5 |  49.25  -39.5  47.75
 10:51:43   ONH/PMH from_above bid  30613.00 |     14     13      1    0      0 |   -3809   -151     0     5 |   62.0 -28.75  60.75
 10:51:43       MHP from_above bid  30611.50 |     35     34      1    0      0 |   -3822   -164     0    11 |   63.5 -27.25  62.25
 10:51:45   ONH/PMH from_below ask  30612.25 |      8      8      0    0      0 |   -3856   -203     5    14 |   63.5  -28.0   58.5
 10:51:54       MHP from_below ask  30610.75 |     10     10      0    0      0 |   -3913   -216    25    65 |   65.0  -26.5   55.5
 10:51:54   ONH/PMH from_below ask  30612.00 |     26     19      7    0      0 |   -3893   -197    27    28 |  63.75 -27.75   53.5
 10:52:06      HVN2 from_below ask  30623.50 |     16     16      0    0      0 |   -3817    -60     5     0 |  52.25 -39.25   37.0
 10:52:07      HVN2 from_below ask  30623.50 |     10      9      1    0      0 |   -3806    -52    20     2 |  52.25 -39.25  39.75
 10:52:13      HVN2 from_above bid  30623.75 |      4      4      0    0      0 |   -3803    -36    32     9 |   52.0  -39.5   41.0
 10:52:16      HVN2 from_above bid  30623.75 |      6      5      1    0      0 |   -3807    -40    48    24 |   52.0  -39.5  36.75
 10:52:19      HVN2 from_below ask  30623.50 |      9      9      0    0      0 |   -3818    -57    51    28 |  52.25 -39.25  35.75
 10:52:26      HVN2 from_above bid  30624.50 |     11     10      1    0      0 |   -3835    -56    56    35 |  51.25 -40.25  39.25
 10:52:28      HVN2 from_below ask  30624.00 |      9      9      0    0      0 |   -3837    -47    59    37 |  51.75 -39.75  40.75
 10:52:32      HVN2 from_below ask  30623.75 |      7      7      0    0      0 |   -3832    -40    65    39 |   52.0  -39.5   35.0
 10:52:45      HVN2 from_above bid  30624.25 |      9      9      0    0      0 |   -3816     42    22    21 |   51.5  -40.0   33.5
 10:52:48      HVN2 from_above bid  30624.25 |     17     15      2    0      0 |   -3818     39    34    27 |   51.5  -40.0   34.0
 10:52:55   ONH/PMH from_above bid  30613.00 |     21     18      3    0      0 |   -3880    -14     0     6 |  62.75 -28.75  47.25
 10:52:58   ONH/PMH from_above bid  30612.75 |     18     17      1    0      0 |   -3885    -24     2    11 |   63.0  -28.5  44.75
 10:52:58       MHP from_above bid  30611.50 |     12     12      0    0      0 |   -3887    -26     0     2 |  64.25 -27.25  47.25
 10:52:59   ONH/PMH from_below ask  30612.00 |     12     12      0    0      0 |   -3885    -24     9    15 |  63.75 -27.75  48.25
 10:52:59       MHP from_below ask  30611.25 |     21     21      0    0      0 |   -3887    -26    12    13 |   64.5  -27.0  47.75
 10:53:12       MHP from_below ask  30611.25 |      4      4      0    0      0 |   -3901   -104    17    13 |   64.5  -27.0   47.0
 10:53:20       MHP from_below ask  30610.75 |      8      7      1    0      0 |   -3903    -80    23    13 |   65.0  -26.5   47.0
 10:53:21       MHP from_below ask  30610.75 |      0      0      0    0      0 |   -3903    -79    23    14 |   65.0  -26.5   49.0
 10:53:21   ONH/PMH from_below ask  30612.00 |     15     14      1    0      0 |   -3902    -73    13    22 |  63.75 -27.75  49.75
 10:53:24       MHP from_below ask  30610.75 |     12     11      1    0      0 |   -3898    -78    35    24 |   65.0  -26.5  50.25
 10:53:24   ONH/PMH from_below ask  30612.00 |      2      2      0    0      0 |   -3899    -79    13    23 |  63.75 -27.75  47.75
 10:53:28       MHP from_below ask  30610.75 |     13     12      1    0      0 |   -3909    -69    40    37 |   65.0  -26.5  49.75
 10:53:30   ONH/PMH from_below ask  30612.75 |      1      0      1    0      0 |   -3904    -73    10     5 |   63.0  -28.5   45.5
 10:53:45  QQQ Open from_above bid  30595.00 |     15     14      1    0      0 |   -3940   -128     0     6 |  80.75 -10.75  57.25
 10:54:06       MHP from_below ask  30610.75 |     16     15      1    0      0 |   -3921      8     2     0 |   65.0  -26.5  49.25
 10:54:08   ONH/PMH from_below ask  30612.00 |     14     13      1    0      0 |   -3923     -5     3     3 |  63.75 -27.75   55.0
 10:54:10   ONH/PMH from_above bid  30612.25 |      4      4      0    0      0 |   -3915      4     3     5 |   63.5  -28.0  52.75
 10:54:17      HVN2 from_below ask  30623.50 |     10     10      0    0      0 |   -3861     40     7     0 |  52.25 -39.25   33.0
 10:54:19      HVN2 from_below ask  30623.50 |     16     16      0    0      0 |   -3863     36    20    11 |  52.25 -39.25   31.5
 10:54:21      HVN2 from_above bid  30624.25 |      8      8      0    0      0 |   -3867     41    33    35 |   51.5  -40.0  23.25
 10:54:23      HVN2 from_above bid  30623.75 |      7      7      0    0      0 |   -3873     31    34    45 |   52.0  -39.5   22.0
 10:54:25      HVN2 from_below ask  30623.50 |     12     11      1    0      0 |   -3871     39    42    50 |  52.25 -39.25  24.75
 10:54:27      HVN2 from_below ask  30623.75 |      6      6      0    0      0 |   -3877     38    46    53 |   52.0  -39.5  27.75
 10:54:28      HVN2 from_below ask  30623.50 |     13     13      0    0      0 |   -3880     26    49    54 |  52.25 -39.25   28.5
 10:54:30      HVN2 from_above bid  30624.25 |      4      5      0    0      0 |   -3874     31    51    55 |   51.5  -40.0  27.75
 10:54:35      HVN2 from_above bid  30624.50 |     14     14      0    0      0 |   -3865     38    74    66 |  51.25 -40.25  23.75
 10:54:36      HVN2 from_below ask  30623.50 |     13     13      0    0      0 |   -3876     29    77    70 |  52.25 -39.25  19.75
 10:54:47      HVN2 from_below ask  30623.75 |      5      5      0    0      0 |   -3895     49    76    70 |   52.0  -39.5   14.0
 10:54:48      HVN2 from_above bid  30624.50 |     17     16      1    0      0 |   -3895     50    66    67 |  51.25 -40.25   15.5
 10:54:51      HVN2 from_above bid  30624.25 |     11     10      1    0      0 |   -3892     42    60    57 |   51.5  -40.0  14.75
 10:54:54      HVN2 from_below ask  30623.75 |     16     15      1    0      0 |   -3894     34    54    33 |   52.0  -39.5    6.0
 10:55:03      HVN2 from_below ask  30623.50 |     13     13      0    0      0 |   -3895     21    43    24 |  52.25 -39.25    7.5
 10:55:03      HVN2 from_below ask  30623.75 |     10      8      2    0      0 |   -3891     35    50    24 |   52.0  -39.5    8.0
 10:55:21      HVN2 from_above bid  30624.25 |     18     17      1    0      0 |   -3903    -36    21     6 |   51.5  -40.0  11.25
 10:55:25      HVN2 from_above bid  30624.50 |     15     15      0    0      0 |   -3910    -40    16    15 |  51.25 -40.25    6.0
 10:55:26      HVN2 from_above bid  30624.50 |     12     12      0    0      0 |   -3904    -32    22    19 |  51.25 -40.25   9.75
 10:55:49      HVN2 from_above bid  30624.50 |     27     26      1    0      0 |   -3905     -8    18    25 |  51.25 -40.25   9.25
 10:55:52      HVN2 from_below ask  30623.75 |     12     12      0    0      0 |   -3905     -8    25    28 |   52.0  -39.5    6.5
 10:55:52      HVN2 from_below ask  30623.50 |     25     17      8    0      0 |   -3883     13    50    29 |  52.25 -39.25    9.0
 10:55:52      HVN2 from_above bid  30624.50 |     14     13      1    0      0 |   -3863     33    50    30 |  51.25 -40.25    8.0
 10:55:58      HVN2 from_above bid  30624.50 |     13     13      0    0      0 |   -3866     32    41    27 |  51.25 -40.25  14.25
 10:55:59      HVN2 from_above bid  30623.75 |      8      8      0    0      0 |   -3868     30    43    32 |   52.0  -39.5  16.75
 10:56:05      HVN2 from_above bid  30624.25 |      9      9      0    0      0 |   -3881     10    52    45 |   51.5  -40.0  16.75
 10:56:06      HVN2 from_above bid  30624.50 |      3      3      0    0      0 |   -3883      8    53    47 |  51.25 -40.25   16.5
 10:56:11      HVN2 from_below ask  30623.50 |      6      6      0    0      0 |   -3892     -2    61    61 |  52.25 -39.25  19.75
 10:56:15      HVN2 from_above bid  30624.50 |     17     16      1    0      0 |   -3902    -14    63    70 |  51.25 -40.25  12.75
 10:56:21   ONH/PMH from_above bid  30613.00 |     16     16      0    0      0 |   -3952    -50     0    10 |  62.75 -28.75   26.5
 10:56:21       MHP from_above bid  30611.50 |     14     13      1    0      0 |   -3959    -57     0     8 |  64.25 -27.25   29.0
 10:56:22       MHP from_below ask  30611.50 |      4      4      0    0      0 |   -3971    -66     5    18 |  64.25 -27.25  24.75
 10:56:32       MHP from_below ask  30610.75 |     13     13      0    0      0 |   -4002   -122    10    23 |   65.0  -26.5   28.0
 10:56:38       MHP from_below ask  30610.75 |     15     14      1    0      0 |   -4006   -121    12    26 |   65.0  -26.5   20.5
 10:56:38   ONH/PMH from_below ask  30612.00 |     15     15      0    0      0 |   -4006   -121     7    19 |  63.75 -27.75  19.25
 10:56:40       MHP from_above bid  30611.50 |     15     15      0    0      0 |   -4016   -132    17    43 |  64.25 -27.25  22.25
 10:56:41       MHP from_below ask  30610.75 |      8      8      0    0      0 |   -4015   -139    18    44 |   65.0  -26.5  25.75
 10:56:41   ONH/PMH from_below ask  30612.00 |     15     14      1    0      0 |   -4020   -140    19    30 |  63.75 -27.75  23.75
 10:56:43       MHP from_below ask  30610.75 |     15     14      1    0      0 |   -4019   -143    21    52 |   65.0  -26.5  22.25
 10:56:43   ONH/PMH from_below ask  30612.75 |      8      8      0    0      0 |   -4016   -140    21    30 |   63.0  -28.5  20.25
 10:56:59      HVN2 from_above bid  30624.50 |     10     10      0    0      0 |   -4000   -133     2     2 |  51.25 -40.25   8.75
 10:57:02      HVN2 from_above bid  30624.00 |     11     10      1    0      0 |   -4002   -135    18    20 |  51.75 -39.75   5.25
 10:57:02      HVN2 from_below ask  30623.50 |     15     15      0    0      0 |   -4013   -148    20    24 |  52.25 -39.25    8.5
 10:57:04      HVN2 from_below ask  30623.75 |      8      8      0    0      0 |   -4000   -138    27    25 |   52.0  -39.5    3.5
 10:57:12      HVN2 from_below ask  30623.50 |      5      5      0    0      0 |   -4009   -116    31    31 |  52.25 -39.25   10.0
 10:57:16      HVN2 from_above bid  30624.00 |      4      4      0    0      0 |   -4011   -106    35    48 |  51.75 -39.75    1.0
 10:57:21      HVN2 from_below ask  30624.50 |      0      0      0    0      0 |   -4023    -51    39    53 |  51.25 -40.25    0.5
 10:57:22      HVN2 from_above bid  30624.00 |     17     16      1    0      0 |   -4027    -57    40    57 |  51.75 -39.75   0.75
 10:57:26      HVN2 from_below ask  30623.50 |     15     15      0    0      0 |   -4030    -38    47    60 |  52.25 -39.25  -0.25
 10:57:27      HVN2 from_below ask  30624.00 |     11     11      0    0      0 |   -4028    -22    48    60 |  51.75 -39.75  -4.25
 10:57:30      HVN2 from_below ask  30623.50 |     14     13      1    0      0 |   -4023     -2    50    52 |  52.25 -39.25   -5.5
 10:57:33      HVN2 from_above bid  30624.50 |     14     14      0    0      0 |   -4013     -8    45    54 |  51.25 -40.25   -5.0
 10:57:33      HVN2 from_above bid  30623.75 |      7      7      0    0      0 |   -4008     -1    43    58 |   52.0  -39.5   -4.5
 10:57:34      HVN2 from_below ask  30623.75 |      7      7      0    0      0 |   -4009     -1    44    59 |   52.0  -39.5   -5.0
 10:57:51      HVN2 from_below ask  30623.75 |     12     12      0    0      0 |   -4046    -28    36    38 |   52.0  -39.5   -7.0
 10:57:55      HVN2 from_below ask  30623.75 |     15     15      0    0      0 |   -4041    -31    52    43 |   52.0  -39.5  -6.75
 10:57:56      HVN2 from_below ask  30624.50 |      6      6      0    0      0 |   -4039    -32    53    43 |  51.25 -40.25   -7.5
 10:57:57      HVN2 from_above bid  30624.25 |     12     11      1    0      0 |   -4038    -27    59    49 |   51.5  -40.0  -7.25
 10:58:02      HVN2 from_above bid  30624.50 |     12     11      1    0      0 |   -4031    -19    55    46 |  51.25 -40.25  -4.25
 10:58:27       IBH from_below ask  30643.00 |     15     13      2    0      0 |   -3931     99    27     0 |  32.75 -58.75 -20.25
 10:58:28       IBH from_below ask  30642.75 |     17     16      1    0      0 |   -3936     89    36     9 |   33.0  -58.5  -20.0
 10:58:48       IBH from_below ask  30642.75 |     19     19      0    0      0 |   -3950     89    47     9 |   33.0  -58.5 -14.75
 10:58:52       IBH from_below ask  30642.75 |     16     15      1    0      0 |   -3940    105    69    17 |   33.0  -58.5 -17.25
 10:58:55       IBH from_below ask  30642.50 |     18     16      2    0      0 |   -3947     88    70    21 |  33.25 -58.25  -22.0
 10:59:02       IBH from_above bid  30643.50 |     22     18      4    0      0 |   -3893    135    55    16 |  32.25 -59.25 -28.25
 10:59:12       IBH from_above bid  30643.50 |      9      9      0    0      0 |   -3897    112    64    37 |  32.25 -59.25 -35.75
 10:59:52      HVN2 from_above bid  30624.50 |     20     19      1    0      0 |   -4023    -83     0    11 |  51.25 -40.25 -18.25
 10:59:57      HVN2 from_below ask  30623.50 |     14     14      0    0      0 |   -4041   -137    25    47 |  52.25 -39.25  -16.5
 10:59:58      HVN2 from_below ask  30624.00 |     17     16      1    0      0 |   -4088   -201    31    48 |  51.75 -39.75  -17.0
 11:00:03      HVN2 from_above bid  30624.50 |     15     15      0    0      0 |   -4014   -123    52    54 |  51.25 -40.25 -14.75
 11:00:03       MHP from_above bid  30611.25 |     20     20      0    0      0 |   -3992    -94    13     6 |   64.5  -27.0   -3.5
 11:00:03   ONH/PMH from_below ask  30612.25 |      3      3      0    0      0 |   -3992    -94    17     3 |   63.5  -28.0   -4.5
 11:00:03       MHP from_above bid  30611.50 |     20     20      0    0      0 |   -3992    -94    13     6 |  64.25 -27.25  -3.75
 11:00:03   ONH/PMH from_below ask  30612.00 |      3      3      0    0      0 |   -3992    -94    17     3 |  63.75 -27.75  -4.25
 11:00:03       MHP from_above bid  30610.75 |     20     20      0    0      0 |   -3992    -94    13     6 |   65.0  -26.5   -3.0
 11:00:03      HVN2 from_below ask  30623.50 |     27     27      0    0      0 |   -3992    -94    58    59 |  52.25 -39.25 -15.75
 11:00:03       MHP from_below ask  30611.50 |      0      0      0    0      0 |   -4023   -125    13    10 |  64.25 -27.25  -3.75
